"parent","child","instanceName","symbolType"
"ToolOptionsSet","PenControlBoxChild/layer1MergeButton","layerMergeButton","button"
"ToolOptionsSet","PenControlBoxChild/pixelSnapButton1","layer1UncheckedButton","button"
"ToolOptionsSet","PenControlBoxChild/pixelSnapButton2","layer1CheckedButton","button"
"ToolOptionsSet","PenControlBoxChild/pixelSnapButton1","layer2UncheckedButton","button"
"ToolOptionsSet","PenControlBoxChild/pixelSnapButton2","layer2CheckedButton","button"
"ToolOptionsSet","PenControlBoxChild/saperateLine","saperateLine","button"
"ToolOptionsSet","PenControlBoxChild/alphaBG","opaGuide","button"
"ToolOptionsSet","PenControlBoxChild/penlistAlphaCursor","opaCursor","button"
"ToolOptionsSet","PenControlBoxChild/penOptionsIcon","infoPenOptions","button"
"ToolOptionsSet","PenControlBoxChild/eraserOptionsIcon","infoEraserOptions","button"
"ToolOptionsSet","PenControlBoxChild/fillPenOptionsIcon","infoFillPenOptions","button"
"ToolOptionsSet","PenControlBoxChild/lineOptionsIcon","infoLineOptions","button"
"ToolOptionsSet","PenControlBoxChild/penSmoothBar","penSmoothSlider","button"
"ToolOptionsSet","PenControlBoxChild/penSmoothControl","penSmoothSliderCursor","button"
"ToolOptionsSet","PenControlBoxChild/penOptionsRect","etcOptionBorder","button"
"topBarZoomInButton","topMenuChild/topMenuButton","","button"
"topBarZoomInButton","toolmenuChild/icons/zoomIcon copy","","graphic"
"topBarZoomOutButton","topMenuChild/topMenuButton","","button"
"topBarZoomOutButton","toolmenuChild/icons/zoomIcon copy 2","","graphic"
"topMenu","topMenuChild/setImageButton","superUndoButton","button"
"topMenu","topMenuChild/newFileButton","newFileButton","button"
"topMenu","topMenuChild/captureButton","captureButton","button"
"topMenu","topMenuChild/capFlip","capFlip","button"
"topMenu","topMenuChild/capRotateButton","capRotate","button"
"topMenu","topMenuChild/capCancelButton","capOff","button"
"topMenu","topMenuChild/saveButton","saveButton","button"
"topMenu","topMenuChild/loadButton","loadButton","button"
"topMenu","topMenuChild/replayModeButton","replayModeButton","button"
"topMenu","topMenuChild/changeThemeButton","topBarColorButton","button"
"topMenu","topMenuChild/captrans","capTrans","button"
"topMenu","topMenuChild/captureButton","capFull","button"
"topMenu","topMenuChild/clipbutton","clipBoardButton","button"
"topMenu","topMenuChild/gridButton","gridButton","button"
"topMenu","topMenuChild/captureButton","repCaptureButton","button"
"topMenu","topMenuChild/saveButton","repSaveButton","button"
"topMenu","topMenuChild/loadButton","repLoadButton","button"
"topMenu","topMenuChild/controlBoxMoveButton1","sideBarPositionButton","button"
"topMenu","topMenuChild/drawModeButton","drawModeButton","button"
"topMenu","topMenuChild/aboutONButton2","aboutButton","button"
"topMenu","topMenuChild/cutPrevDataButton","cutPrevDataButton","button"
"topMenu","topMenuChild/replayRotate","replayRotateButton","button"
"topMenu","PenControlBoxChild/penSmoothBar","replaySpeedSlider","button"
"topMenu","PenControlBoxChild/penSmoothControl","replaySpeedSliderCursor","button"
"topMenu","topMenuChild/topBarZoomInButton","replayZoomInButton","button"
"topMenu","topMenuChild/topBarZoomOutButton","replayZoomOutButton","button"
"topMenu","topMenuChild/controlBoxMoveButton2","sideBarPositionButton2","button"
"topMenu","topMenuChild/sideBarVisibleButton","sideBarOFFButton","button"
"topMenu","topMenuChild/sideBarVisibleButton2","sideBarOFFButton2","button"
"topMenu","topMenuChild/updateButton","updateButton","button"
"topMenu","topMenuChild/sideBarOnButton","sideBarONButton","button"
"topMenu","topMenuChild/sideBarONButton2","sideBarONButton2","button"
"topMenu","topMenuChild/DPIButton","dpiButton","button"
"topMenu","topMenuChild/clipbutton","capClipBoard","button"
"topMenu","topMenuChild/capLayer2visibleButton","capLayer2VisibleButton","button"
"topMenu","topMenuChild/capLayer1VisibleButton","capLayer1VisibleButton","button"
"topMenu","topMenuChild/newWindowButton","newWindowButton","button"
"topMenu","topMenuChild/newWindowCloseButton","newWindowCloseButton","button"
"topMenu","topMenuChild/newFileButton","reRecordingButton","button"
"topMenu","topMenuChild/fitToWindowButton","replayFitToWindowButton","button"
"topMenu","topMenuChild/gridMoveLeftButton","gridMoveLeftButton","button"
"topMenu","topMenuChild/gridMoveUpButton","gridMoveUpButton","button"
"topMenu","topMenuChild/gridMoveRightButton","gridMoveRightButton","button"
"topMenu","topMenuChild/gridMoveDownButton","gridMoveDownButton","button"
"topMenu","PenControlBoxChild/penSmoothBar","gridSlider","button"
"topMenu","PenControlBoxChild/penSmoothControl","gridSliderCursor","button"
"topMenu","topMenuChild/capStampButton","capStamp","button"
"topMenu","topMenuChild/captureInputBorder","captureInputBorder","button"
"topMenu","topMenuChild/replayRepeatButton","replayRepeatButton","button"
"topMenu","topMenuChild/capStampFont","capStampFont","button"
"TopMenuSet","topMenuChild/setImageButton","superUndoButton","button"
"TopMenuSet","topMenuChild/newFileButton","newFileButton","button"
"TopMenuSet","topMenuChild/captureButton","captureButton","button"
"TopMenuSet","topMenuChild/capFlip","capFlip","button"
"TopMenuSet","topMenuChild/capRotateButton","capRotate","button"
"TopMenuSet","topMenuChild/capCancelButton","capOff","button"
"TopMenuSet","topMenuChild/saveButton","saveButton","button"
"TopMenuSet","topMenuChild/loadButton","loadButton","button"
"TopMenuSet","topMenuChild/replayModeButton","replayModeButton","button"
"TopMenuSet","topMenuChild/changeThemeButton","topBarColorButton","button"
"TopMenuSet","topMenuChild/captrans","capTrans","button"
"TopMenuSet","topMenuChild/captureButton","capSave","button"
"TopMenuSet","topMenuChild/clipbutton","clipBoardButton","button"
"TopMenuSet","topMenuChild/gridButton","gridButton","button"
"TopMenuSet","topMenuChild/captureButton","repCaptureButton","button"
"TopMenuSet","topMenuChild/controlBoxMoveButton1","sideBarPositionButton","button"
"TopMenuSet","topMenuChild/drawModeButton","drawModeButton","button"
"TopMenuSet","topMenuChild/aboutONButton2","aboutButton","button"
"TopMenuSet","topMenuChild/cutPrevDataButton","cutPrevDataButton","button"
"TopMenuSet","topMenuChild/replayRotate","replayRotateButton","button"
"TopMenuSet","PenControlBoxChild/penSmoothBar","replaySpeedSlider","button"
"TopMenuSet","PenControlBoxChild/penSmoothControl","replaySpeedSliderCursor","button"
"TopMenuSet","topMenuChild/topBarZoomInButton","replayZoomInButton","button"
"TopMenuSet","topMenuChild/topBarZoomOutButton","replayZoomOutButton","button"
"TopMenuSet","topMenuChild/controlBoxMoveButton2","sideBarPositionButton2","button"
"TopMenuSet","topMenuChild/sideBarVisibleButton","sideBarOFFButton","button"
"TopMenuSet","topMenuChild/sideBarVisibleButton2","sideBarOFFButton2","button"
"TopMenuSet","topMenuChild/updateButton","updateButton","button"
"TopMenuSet","topMenuChild/sideBarOnButton","sideBarONButton","button"
"TopMenuSet","topMenuChild/sideBarONButton2","sideBarONButton2","button"
"TopMenuSet","topMenuChild/DPIButton","dpiButton","button"
"TopMenuSet","topMenuChild/clipbutton","capClipBoard","button"
"TopMenuSet","topMenuChild/capLayer2visibleButton","capLayer2VisibleButton","button"
"TopMenuSet","topMenuChild/capLayer1VisibleButton","capLayer1VisibleButton","button"
"TopMenuSet","topMenuChild/newWindowButton","newWindowButton","button"
"TopMenuSet","topMenuChild/newWindowCloseButton","newWindowCloseButton","button"
"TopMenuSet","topMenuChild/newFileButton","repNewFileButton","button"
"TopMenuSet","topMenuChild/fitToWindowButton","replayFitToWindowButton","button"
"TopMenuSet","topMenuChild/gridMoveLeftButton","gridMoveLeftButton","button"
"TopMenuSet","topMenuChild/gridMoveUpButton","gridMoveUpButton","button"
"TopMenuSet","topMenuChild/gridMoveRightButton","gridMoveRightButton","button"
"TopMenuSet","topMenuChild/gridMoveDownButton","gridMoveDownButton","button"
"TopMenuSet","PenControlBoxChild/penSmoothBar","gridSlider","button"
"TopMenuSet","PenControlBoxChild/penSmoothControl","gridSliderCursor","button"
"TopMenuSet","topMenuChild/capStampButton","capStamp","button"
"TopMenuSet","topMenuChild/captureInputBorder","captureInputBorder","button"
"TopMenuSet","topMenuChild/replayRepeatButton","replayRepeatButton","button"
"TopMenuSet","topMenuChild/capStampFont","capStampFont","button"
"traceDeleteButton","toolmenuChild/toolmenuButton1","","button"
"traceDeleteButton","trashIcon","","graphic"
"traceVisible2Button","toolmenuChild/toolmenuButton1","","button"
"traceVisible2Button","traceInVisibleIcon","","graphic"
"traceVisibleButton","toolmenuChild/toolmenuButton1","","button"
"traceVisibleButton","traceVisibleIcon","","graphic"
"updateButton","topMenuChild/topMenuButton","","button"
"updateButton","updateIcon","","graphic"
"zoomInButton","toolBoxBG2","","button"
"zoomInButton","toolmenuChild/icons/zoomIcon copy","","graphic"
"zoomOutButton","toolBoxBG2","","button"
"zoomOutButton","toolmenuChild/icons/zoomIcon copy 2","","graphic"
"aboutChild/aboutTextSet","aboutChild/jpMaualButton","jp","button"
"aboutChild/aboutTextSet","aboutChild/korManualButton","kor","button"
"aboutChild/aboutTextSet","aboutChild/engManualButton","eng","button"
"AboutWindowChild/aboutTextSet","AboutWindowChild/jpMaualButton","jp","button"
"AboutWindowChild/aboutTextSet","AboutWindowChild/korManualButton","kor","button"
"AboutWindowChild/aboutTextSet","AboutWindowChild/engManualButton","eng","button"
"ColorPickerChild/colorPIckerIcon","ColorPickerChild/colorPickerTitleBG","","graphic"
"ColorPickerChild/colorPIckerIcon","ColorPickerChild/colorPickerTitleIcon","","graphic"
"ColorPickerChild/colorPIckerIcon","ColorPickerChild/colorPickerTitleBG","","graphic"
"ColorPickerChild/colorPIckerIcon","ColorPickerChild/colorPickerTitleIcon","","graphic"
"ColorPickerChild/colorPIckerIcon","ColorPickerChild/colorPickerTitleBG","","graphic"
"ColorPickerChild/colorPIckerIcon","ColorPickerChild/colorPickerTitleIcon","","graphic"
"ColorPickerChild/colorPIckerIcon","ColorPickerChild/colorPickerTitleBG","","graphic"
"ColorPickerChild/colorPIckerIcon","ColorPickerChild/colorPickerTitleIcon","","graphic"
"ColorPickerChild/drawrPresetButton","ColorPickerChild/drawrPresetBorder","","graphic"
"ColorPickerChild/drawrPresetButton","ColorPickerChild/drawrText","","button"
"ColorPickerChild/drawrPresetButton","ColorPickerChild/drawrPresetBorder","","graphic"
"ColorPickerChild/drawrPresetButton","ColorPickerChild/drawrText","","button"
"ColorPickerChild/drawrPresetButton","ColorPickerChild/drawrPresetBorder","","graphic"
"ColorPickerChild/drawrPresetButton","ColorPickerChild/drawrText","","button"
"ColorPickerChild/drawrPresetButton","ColorPickerChild/drawrPresetBorder","","graphic"
"ColorPickerChild/drawrPresetButton","ColorPickerChild/drawrText","","button"
"ColorPickerChild/paperColorButton","ColorPickerChild/paperColorButtonBorder","","graphic"
"ColorPickerChild/paperColorButton","ColorPickerChild/paperButtonIcon","","graphic"
"ColorPickerChild/paperColorButton","ColorPickerChild/paperColorButtonBorder","","graphic"
"ColorPickerChild/paperColorButton","ColorPickerChild/paperButtonIcon","","graphic"
"ColorPickerChild/paperColorButton","ColorPickerChild/paperColorButtonBorder","","graphic"
"ColorPickerChild/paperColorButton","ColorPickerChild/paperButtonIcon","","graphic"
"ColorPickerChild/paperColorButton","ColorPickerChild/paperColorButtonBorder","","graphic"
"ColorPickerChild/paperColorButton","ColorPickerChild/paperButtonIcon","","graphic"
"colorPickerChild/paperColorButton","colorPickerChild/paperColorButtonBorder","","graphic"
"colorPickerChild/paperColorButton","colorPickerChild/paperColorButtonBorder","","graphic"
"colorPickerChild/paperColorButton","colorPickerChild/paperColorButtonBorder","","graphic"
"colorPickerChild/paperColorButton","colorPickerChild/paperColorButtonBorder","","graphic"
"ColorPickerChild/penColorButton","ColorPickerChild/penColorButtonBorder","","graphic"
"ColorPickerChild/penColorButton","ColorPickerChild/penButtonIcon","","graphic"
"ColorPickerChild/penColorButton","ColorPickerChild/penColorButtonBorder","","graphic"
"ColorPickerChild/penColorButton","ColorPickerChild/penButtonIcon","","graphic"
"ColorPickerChild/penColorButton","ColorPickerChild/penColorButtonBorder","","graphic"
"ColorPickerChild/penColorButton","ColorPickerChild/penButtonIcon","","graphic"
"ColorPickerChild/penColorButton","ColorPickerChild/penColorButtonBorder","","graphic"
"ColorPickerChild/penColorButton","ColorPickerChild/penButtonIcon","","graphic"
"colorPickerChild/penColorButton","colorPickerChild/penColorButtonBorder","","graphic"
"colorPickerChild/penColorButton","colorPickerChild/penColorButtonBorder","","graphic"
"colorPickerChild/penColorButton","colorPickerChild/penColorButtonBorder","","graphic"
"colorPickerChild/penColorButton","colorPickerChild/penColorButtonBorder","","graphic"
"ColorPickerChild/tegakiPresetButton","ColorPickerChild/tegakiText","","button"
"ColorPickerChild/tegakiPresetButton","ColorPickerChild/tegakPresetBorder","","button"
"ColorPickerChild/tegakiPresetButton","ColorPickerChild/tegakiText","","button"
"ColorPickerChild/tegakiPresetButton","ColorPickerChild/tegakPresetBorder","","button"
"ColorPickerChild/tegakiPresetButton","ColorPickerChild/tegakiText","","button"
"ColorPickerChild/tegakiPresetButton","ColorPickerChild/tegakPresetBorder","","button"
"ColorPickerChild/tegakiPresetButton","ColorPickerChild/tegakiText","","button"
"ColorPickerChild/tegakiPresetButton","ColorPickerChild/tegakPresetBorder","","button"
"ColorPickerChild/userPaletteButton","ColorPickerChild/userPaletteBorder","","button"
"ColorPickerChild/userPaletteButton","ColorPickerChild/colorHistoryText","","button"
"ColorPickerChild/userPaletteButton","ColorPickerChild/userPaletteBorder","","button"
"ColorPickerChild/userPaletteButton","ColorPickerChild/colorHistoryText","","button"
"ColorPickerChild/userPaletteButton","ColorPickerChild/userPaletteBorder","","button"
"ColorPickerChild/userPaletteButton","ColorPickerChild/colorHistoryText","","button"
"ColorPickerChild/userPaletteButton","ColorPickerChild/userPaletteBorder","","button"
"ColorPickerChild/userPaletteButton","ColorPickerChild/colorHistoryText","","button"
"etc/FOFOCursor","etc/tinyCursorGraphic","","graphic"
"fillPenSEtChild/fillPenCancel","toolmenuChild/toolmenuButton1","lassoResize","button"
"fillPenSEtChild/fillPenCancel","LassoMenuChild/lassoCanceIcon","","graphic"
"fillPenSEtChild/fillPenOK","toolmenuChild/toolmenuButton1","lassoResize","button"
"fillPenSEtChild/fillPenOK","LassoMenuChild/okIcon","","graphic"
"fillPenSEtChild/fillPenUndoButton","toolmenuChild/toolBoxBG2","","button"
"fillPenSEtChild/fillPenUndoButton","toolmenuChild/icons/undoIcon","","button"
"LassoMenuChild/lasso1pxLeft","toolmenuChild/toolmenuButton1","lassoMove","button"
"LassoMenuChild/lasso1pxLeft","LassoMenuChild/lasso1pxIcon","","button"
"lassoMenuChild/lasso1pxLeft","toolmenuChild/toolmenuButton1","lassoMove","button"
"lassoMenuChild/lasso1pxLeft","lassoMenuChild/lasso1pxIcon","","button"
"LassoMenuChild/lassoCanceIcon","LassoMenuChild/cancelIcon","","graphic"
"lassoMenuChild/lassoCanceIcon","lassoMenuChild/cancelIcon","","graphic"
"LassoMenuChild/lassoCancelButton","toolmenuChild/toolmenuButton1","lassoResize","button"
"LassoMenuChild/lassoCancelButton","LassoMenuChild/lassoCanceIcon","","graphic"
"lassoMenuChild/lassoCancelButton","toolmenuChild/toolmenuButton1","lassoResize","button"
"lassoMenuChild/lassoCancelButton","lassoMenuChild/lassoCanceIcon","","graphic"
"LassoMenuChild/lassoCopyButton","toolmenuChild/toolmenuButton1","lassoMove","button"
"LassoMenuChild/lassoCopyButton","LassoMenuChild/lassocopyicon","","graphic"
"lassoMenuChild/lassoCopyButton","toolmenuChild/toolmenuButton1","lassoMove","button"
"lassoMenuChild/lassoCopyButton","lassoMenuChild/lassocopyicon","","graphic"
"LassoMenuChild/lassoLayerMergeButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"LassoMenuChild/lassoLayerMergeButton","LassoMenuChild/lassoLayerMergeIcon","","graphic"
"lassoMenuChild/lassoLayerMergeButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"lassoMenuChild/lassoLayerMergeButton","lassoMenuChild/lassoLayerMergeIcon","","graphic"
"LassoMenuChild/lassoLayerSwap","toolmenuChild/toolmenuButton1","toolZoom","button"
"LassoMenuChild/lassoLayerSwap","LassoMenuChild/lassoSwapLayerIcon","","graphic"
"lassoMenuChild/lassoLayerSwap","toolmenuChild/toolmenuButton1","toolZoom","button"
"lassoMenuChild/lassoLayerSwap","lassoMenuChild/lassoSwapLayerIcon","","graphic"
"LassoMenuChild/lassoMirrorButton","toolmenuChild/toolmenuButton1","lassoMove","button"
"LassoMenuChild/lassoMirrorButton","toolmenuChild/icons/mirrorIcon","","graphic"
"lassoMenuChild/lassoMirrorButton","toolmenuChild/toolmenuButton1","lassoMove","button"
"lassoMenuChild/lassoMirrorButton","toolmenuChild/icons/mirrorIcon","","graphic"
"LassoMenuChild/lassoOKButton","toolmenuChild/toolmenuButton1","lassoResize","button"
"LassoMenuChild/lassoOKButton","LassoMenuChild/okIcon","","graphic"
"lassoMenuChild/lassoOKButton","toolmenuChild/toolmenuButton1","lassoResize","button"
"lassoMenuChild/lassoOKButton","lassoMenuChild/okIcon","","graphic"
"LassoMenuChild/lassoRefLayerTransferImageButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"LassoMenuChild/lassoRefLayerTransferImageButton","topMenuChild/reflayertransferimage","","graphic"
"LassoMenuChild/lassoResizeButton","toolmenuChild/toolmenuButton1","lassoResize","button"
"LassoMenuChild/lassoResizeButton","toolmenuChild/icons/resizeIcon","","graphic"
"lassoMenuChild/lassoResizeButton","toolmenuChild/toolmenuButton1","lassoResize","button"
"lassoMenuChild/lassoResizeButton","toolmenuChild/resizeIcon","","graphic"
"LassoMenuChild/lassoRotateButton","toolmenuChild/toolmenuButton1","","button"
"LassoMenuChild/lassoRotateButton","LassoMenuChild/rotateIcon2","","graphic"
"lassoMenuChild/lassoRotateButton","toolmenuChild/toolmenuButton1","","button"
"lassoMenuChild/lassoRotateButton","lassoMenuChild/rotateIcon2","","graphic"
"LassoMenuChild/lassoTraceButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"LassoMenuChild/lassoTraceButton","topMenuChild/traceIconTrace","","graphic"
"lassoMenuChild/lassoTraceButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"lassoMenuChild/lassoTraceButton","topMenuChild/traceIconTrace","","graphic"
"LassoMenuChild/refMirrorImageButton","toolmenuChild/toolmenuButton1","","button"
"LassoMenuChild/refMirrorImageButton","toolmenuChild/icons/mirrorIcon","","graphic"
"LassoMenuChild/refMoveImageButton","toolmenuChild/toolmenuButton1","","button"
"LassoMenuChild/refMoveImageButton","toolmenuChild/icons/toolMoveIcon","","graphic"
"LassoMenuChild/refResizeImageButton","toolmenuChild/toolmenuButton1","","button"
"LassoMenuChild/refResizeImageButton","toolmenuChild/icons/resizeIcon","","graphic"
"LassoMenuChild/refRotateImageButton","toolmenuChild/toolmenuButton1","","button"
"LassoMenuChild/refRotateImageButton","LassoMenuChild/rotateIcon2","","graphic"
"LassoMenuChild/traceMirrorButton","toolmenuChild/toolmenuButton1","","button"
"LassoMenuChild/traceMirrorButton","toolmenuChild/icons/mirrorIcon","","graphic"
"lassoMenuChild/traceMirrorButton","toolmenuChild/toolmenuButton1","","button"
"lassoMenuChild/traceMirrorButton","toolmenuChild/icons/mirrorIcon","","graphic"
"LassoMenuChild/traceMoveButton","toolmenuChild/toolmenuButton1","","button"
"LassoMenuChild/traceMoveButton","toolmenuChild/icons/toolMoveIcon","","graphic"
"lassoMenuChild/traceMoveButton","toolmenuChild/toolmenuButton1","","button"
"lassoMenuChild/traceMoveButton","toolmenuChild/icons/toolMoveIcon","","graphic"
"lassoMenuChild/traceResizeButton","toolmenuChild/toolmenuButton1","","button"
"lassoMenuChild/traceResizeButton","toolmenuChild/resizeIcon","","graphic"
"lassoMenuChild/traceRotateButton","toolmenuChild/toolmenuButton1","","button"
"lassoMenuChild/traceRotateButton","lassoMenuChild/rotateIcon2","","graphic"
"LoadBoxChild/dragDropCancelButton","LoadBoxChild/loadBoxMini","dragDropCancelButton","button"
"loadBoxChild/dragDropCancelButton","loadBoxChild/loadBoxMini","dragDropCancelButton","button"
"loadBoxChild/dragDropCancelButton","loadBoxChild/loadBoxMini","dragDropCancelButton","button"
"LoadBoxChild/dragDropFileButton","LoadBoxChild/loadBoxMini","dragDropFileButton","button"
"loadBoxChild/dragDropFileButton","loadBoxChild/loadBoxMini","dragDropFileButton","button"
"loadBoxChild/dragDropFileButton","loadBoxChild/loadBoxMini","dragDropFileButton","button"
"LoadBoxChild/dragDropFileSaveButton","LoadBoxChild/loadBoxMini","dragDropFileButton","button"
"LoadBoxChild/dragDropRefButton","LoadBoxChild/loadBoxMini","dragDropRefButton","button"
"loadBoxChild/dragDropRefButton","loadBoxChild/loadBoxMini","dragDropRefButton","button"
"loadBoxChild/dragDropRefButton","loadBoxChild/loadBoxMini","dragDropRefButton","button"
"PenControlBoxChild/layer1MergeButton","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/layer1MergeButton","PenControlBoxChild/layer1MergeIcon","","graphic"
"PenControlBoxChild/layer1MergeButton","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/layer1MergeButton","PenControlBoxChild/layer1MergeIcon","","graphic"
"PenControlBoxChild/layer1MergeButton","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/layer1MergeButton","PenControlBoxChild/layer1MergeIcon","","graphic"
"PenControlBoxChild/layer1MergeButton","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/layer1MergeButton","PenControlBoxChild/layer1MergeIcon","","graphic"
"PenControlBoxChild/layerSwapButton","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/layerSwapButton","PenControlBoxChild/layerSwapIcon","","graphic"
"PenControlBoxChild/layerSwapButton","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/layerSwapButton","PenControlBoxChild/layerSwapIcon","","graphic"
"PenControlBoxChild/layerSwapButton","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/layerSwapButton","PenControlBoxChild/layerSwapIcon","","graphic"
"PenControlBoxChild/layerSwapButton","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/layerSwapButton","PenControlBoxChild/layerSwapIcon","","graphic"
"PenControlBoxChild/penboxShapeCircle","PenControlBoxChild/circleshapeBG","","graphic"
"PenControlBoxChild/penboxShapeCircle","PenControlBoxChild/shapecircle","","graphic"
"PenControlBoxChild/penboxShapeCircle","PenControlBoxChild/circleshapeBG","","graphic"
"PenControlBoxChild/penboxShapeCircle","PenControlBoxChild/shapecircle","","graphic"
"PenControlBoxChild/penboxShapeCircle","PenControlBoxChild/circleshapeBG","","graphic"
"PenControlBoxChild/penboxShapeCircle","PenControlBoxChild/shapecircle","","graphic"
"PenControlBoxChild/penboxShapeCircle","PenControlBoxChild/circleshapeBG","","graphic"
"PenControlBoxChild/penboxShapeCircle","PenControlBoxChild/shapecircle","","graphic"
"PenControlBoxChild/penBoxShapeRect","PenControlBoxChild/shaperectBG","","graphic"
"PenControlBoxChild/penBoxShapeRect","PenControlBoxChild/shaperect","","graphic"
"PenControlBoxChild/penBoxShapeRect","PenControlBoxChild/shaperectBG","","graphic"
"PenControlBoxChild/penBoxShapeRect","PenControlBoxChild/shaperect","","graphic"
"PenControlBoxChild/penBoxShapeRect","PenControlBoxChild/shaperectBG","","graphic"
"PenControlBoxChild/penBoxShapeRect","PenControlBoxChild/shaperect","","graphic"
"PenControlBoxChild/penBoxShapeRect","PenControlBoxChild/shaperectBG","","graphic"
"PenControlBoxChild/penBoxShapeRect","PenControlBoxChild/shaperect","","graphic"
"PenControlBoxChild/pixelSnapButton1","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/pixelSnapButton2","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText copy","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText copy","PenControlBoxChild/layer2TextIcon","","graphic"
"PenControlBoxChild/subLayerText copy","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText copy","PenControlBoxChild/layer2TextIcon","","graphic"
"PenControlBoxChild/subLayerText copy","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText copy","PenControlBoxChild/layer2TextIcon","","graphic"
"PenControlBoxChild/subLayerText copy","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText copy","PenControlBoxChild/layer2TextIcon","","graphic"
"PenControlBoxChild/subLayerText","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText","PenControlBoxChild/layer1TextIcon","","graphic"
"PenControlBoxChild/subLayerText","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText","PenControlBoxChild/layer1TextIcon","","graphic"
"PenControlBoxChild/subLayerText","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText","PenControlBoxChild/layer1TextIcon","","graphic"
"PenControlBoxChild/subLayerText","etc/layerOptionsBG","","graphic"
"PenControlBoxChild/subLayerText","PenControlBoxChild/layer1TextIcon","","graphic"
"refLayerMenuChild/refClearImageButton","toolmenuChild/toolmenuButton1","","button"
"refLayerMenuChild/refClearImageButton","refLayerMenuChild/trashIcon","","graphic"
"refLayerMenuChild/refClipBoardButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"refLayerMenuChild/refClipBoardButton","refLayerMenuChild/refClipBoardIcon","","graphic"
"refLayerMenuChild/refLoadImageButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"refLayerMenuChild/refLoadImageButton","topMenuChild/refLoadImageIcon","","graphic"
"refLayerMenuChild/refMemoryTrainingClosedEye","toolmenuChild/toolmenuButton1","","button"
"refLayerMenuChild/refMemoryTrainingClosedEye","refLayerMenuChild/refMemoryTrainingCloseEye","","graphic"
"refLayerMenuChild/refMemoryTrainingOpenedEye","toolmenuChild/toolmenuButton1","","button"
"refLayerMenuChild/refMemoryTrainingOpenedEye","refLayerMenuChild/refMemoryTrainingOpenEye","","graphic"
"refLayerMenuChild/refTransferCanvasImageButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"refLayerMenuChild/refTransferCanvasImageButton","topMenuChild/reflayertransferimage","","graphic"
"toolmenuChild/lassoButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/lassoButton","toolmenuChild/icons/lassoIcon","","graphic"
"toolmenuChild/lineButton2","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/lineButton2","toolmenuChild/icons/lineicon2 copy","","graphic"
"toolmenuChild/mirrorButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/mirrorButton","toolmenuChild/icons/mirrorIcon","","graphic"
"toolmenuChild/moveButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/moveButton","toolmenuChild/icons/toolMoveIcon","","graphic"
"toolmenuChild/quickSidebarButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/redoButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/redoButton","toolmenuChild/icons/undoIcon","","button"
"toolmenuChild/rotateButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/rotateButton","LassoMenuChild/rotateIcon2","","graphic"
"toolmenuChild/spuitButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/spuitButton","toolmenuChild/icons/spuitIcon","","graphic"
"toolmenuChild/toolEraseButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/toolEraseButton","toolmenuChild/icons/toolEraseIcon","","graphic"
"toolmenuChild/toolFillPenButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/toolFillPenButton","toolmenuChild/icons/toolFillPenIcon","","graphic"
"toolmenuChild/toolMenuClose","toolmenuChild/toolmenuButton1","","button"
"toolmenuChild/toolMenuClose","refLayerMenuChild/refCloseIcon","","graphic"
"toolmenuChild/toolPenButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/toolPenButton","toolmenuChild/icons/toolPenIcon","","graphic"
